,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density
884,장손곤지암소머리국밥,한식,02 5556213,서울특별시 강남구 삼성동 140-11번지 ,"[37.5067726, 127.0490679]",94.68,48.15
885,금보성,한식,02 5430342,서울특별시 강남구 논현동 230-18번지 ,"[37.5093245, 127.0359567]",57.06,38.69
886,비비큐치킨압구정,분식,02 5440070,서울특별시 강남구 압구정동 481번지 ,"[37.5307261, 127.0352887]",88.77,18.49
887,소공동뚝배기,한식,02 5541660,서울특별시 강남구 삼성동 142-5번지 지하1층 ,"[37.5058193, 127.0505266]",92.82,69.42
888,노다지 삼겹살,한식,02 5541463,서울특별시 강남구 대치동 977-15번지 ,"[37.5010208, 127.0642506]",96.91,73.8
889,히까리 논현점,경양식,02 5436989,서울특별시 강남구 논현동 164-11번지 지상2층  동 ,"[37.5074236, 127.023501]",93.75,42.18
890,신마포갈매기 신논현역점,한식,02 5534150,서울특별시 강남구 역삼동 810-0번지 12층 ,"[37.5038223, 127.0258088]",87.82,31.75
891,무등산,한식,02 5184001,서울특별시 강남구 청담동 1-15번지 지상123층 ,"[37.5219228, 127.0399295]",89.8,76.71
892,또와유명태간장조림 청담정,한식,02 5438946,서울특별시 강남구 청담동 132-8번지 ,"[37.5220904, 127.0569294]",77.09,56.12
893,종로분식식당,분식,02  459 1728,서울특별시 강남구 수서동 707-0번지 종합주공상가201호 ,"[37.491035, 127.1002787]",52.95,3.41
894,의정부부대찌개,한식,02 5636091,서울특별시 강남구 삼성동 165-0번지 ,"[37.5139304, 127.0641686]",79,99.97
895,콰이라운지,한식,02 5170905,서울특별시 강남구 청담동 95-16번지 마고빌딩지상2층 ,"[37.4930449, 127.0421042]",56.02,95.69
896,변두리 비스트로,분식,02 5442569,서울특별시 강남구 신사동 508-0번지 ,"[37.5190821, 127.0196658]",89.96,60.99
897,산호골,중국식,02 5548427,서울특별시 강남구 삼성동 121-38번지 ,"[37.5103079, 127.0533914]",97.95,83.45
898,예당,한식,02 5462535,서울특별시 강남구 신사동 628-16번지 ,"[37.5226172, 127.0324914]",98.74,38.25
899,황금소 일원점,한식,02 5617878,서울특별시 강남구 일원동 686-7번지 ,"[37.4896986, 127.0825683]",83.4,41.61
900,논현 쭈꾸미,한식,02 5149557,서울특별시 강남구 논현동 165-10번지 1층 ,"[37.5064578, 127.0242771]",55.17,63.32
901,도이,중국식,02 5388887,서울특별시 강남구 대치동 649-0번지 지상1층 ,"[37.4926646, 127.0576942]",63.66,33.55
902,안뜨레,경양식,02 5671101,서울특별시 강남구 역삼동 603-0번지 ,"[37.5052397, 127.0288826]",88.48,79.33
903,청담감자탕,중국식,02 5114162,서울특별시 강남구 청담동 31-27번지 ,"[37.5199552, 127.0488735]",86.85,45.68
904,인디아나바베큐호프,분식,02 5461406,서울특별시 강남구 청담동 23-0번지 현대상가208 ,"[37.5215094, 127.0406181]",94.01,96.74
905,제주도흑돼지,한식,02 5464548,서울특별시 강남구 논현동 86-5번지 ,"[37.5152321, 127.031597]",90.96,41.07
906,아주칭찬해 힘센낙지,한식,02 5691078,서울특별시 강남구 역삼동 700-31 지상1층,"[37.5045641, 127.043701]",85.88,17.34
907,성신식당,한식,02 5657779,서울특별시 강남구 역삼동 813-2 지상1층,"[37.5028768, 127.0266433]",96.59,84.74
908,세종한우,한식,02 5163330,서울특별시 강남구 논현동 216-10번지 ,"[37.5108893, 127.0325093]",79.13,8.4
909,원할머니보쌈개포점,한식,02 5755212,서울특별시 강남구 개포동 158-8번지 지상1층 ,"[37.4827115, 127.0622097]",92.38,90.24
911,비어헌터압구정점,경양식,02 5161930,서울특별시 강남구 신사동 581-0번지 지하1층 ,"[37.526101, 127.0279199]",53.24,77.43
912,일품향,중국식,02  571 8252,서울특별시 강남구 도곡동 950-7 외1필지,"[37.4865708, 127.0357008]",81.52,47.9
913,카페비스타,경양식,02 5413111,서울특별시 강남구 청담동 53-7번지 지상1층 ,"[37.523764, 127.0542622]",68.59,23.41
914,고메홈,한식,02 5684595,서울특별시 강남구 대치동 901-72번지 지하1층 지상1층 지상2층 ,"[37.5035706, 127.0558505]",94.99,39.07
915,동경,한식,02 5522930,서울특별시 강남구 역삼동 727-15번지 ,"[37.4970224, 127.0393843]",71.53,2.72
916,논현신의주찹쌀순대,경양식,02 5499210,서울특별시 강남구 논현동 107-0번지 ,"[37.5182486, 127.0364234]",51.68,24.88
917,행운식당,한식,02 5011137,서울특별시 강남구 대치동 921-5,"[37.4989949, 127.0518865]",67.59,42.16
918,곱창,분식,02 4511552,서울특별시 강남구 개포동 186-11번지 ,"[37.4888222, 127.0676436]",82.69,95.23
919,돈가네역삼점,한식,02 5529287,서울특별시 강남구 역삼동 726-15번지 ,"[37.4984934, 127.0384506]",72.57,72.37
920,고반식당 삼성점,한식,02 5553124,서울특별시 강남구 삼성동 157-23번지 지상1층 ,"[37.5081672, 127.057125]",52.58,51.28
921,스카이라운지,경양식,02 5597034,서울특별시 강남구 삼성동 159번지 코엑스인터컨티넨탈서울 28층 ,"[37.5126188, 127.0574169]",64.16,8.39
922,소스,경양식,02 5183177,서울특별시 강남구 청담동 62-14번지 지상1층 ,"[37.5227358, 127.0485373]",54.75,73.25
923,전주이맛콩나물국밥역삼충현점,한식,02 5626726,서울특별시 강남구 역삼동 669-2번지 ,"[37.5036898, 127.0367971]",85.66,17.62
924,라무진,분식,02 5422085,서울특별시 강남구 청담동 124-13번지 ,"[37.525183, 127.0500923]",77.23,56.28
925,선녀와나무꾼,한식,02 5390730,서울특별시 강남구 역삼동 817-19번지 ,"[37.500265, 127.0281147]",90.27,31.32
926,김가네(학여울점),한식,02 5561511,서울특별시 강남구 대치동 994-14번지 지상1층 ,"[37.4975847, 127.0687538]",81.5,59.77
927,한끼한잔,한식,02 5613860,서울특별시 강남구 삼성동 143-20번지 ,"[37.50663249999999, 127.0530454]",83.91,27.82
928,하루,경양식,02 5639979,서울특별시 강남구 역삼동 637-19번지 지하1층 ,"[37.5006969, 127.0323219]",51.45,65.66
929,부옥당,한식,02 5589944,서울특별시 강남구 삼성동 162-25번지 ,"[37.5142135, 127.0644117]",82.38,46.91
930,떼부짱,한식,02 5412500,서울특별시 강남구 논현동 115-4번지 ,"[37.5165476, 127.0369984]",74.23,77
931,(주)도라후구현복집,한식,02 5116888,서울특별시 강남구 논현동 96-15번지 지상12층 ,"[37.52146279999999, 127.037321]",99.08,89.84
932,미젠,한식,02 5662235,서울특별시 강남구 역삼동 673-34번지 지하1층 ,"[37.5036482, 127.04009]",74.41,74.43
934,연지식당,경양식,02 5469950,서울특별시 강남구 삼성동 65-0번지 삼성빌딩101 ,"[37.5099322, 127.0657403]",70.84,26.87
935,브롱스 강남점,한식,02 5684498,서울특별시 강남구 역삼동 818-11번지 지하1층 ,"[37.4996118, 127.028562]",82.62,10.49
936,정가네손칼국수,분식,02 5446647,서울특별시 강남구 논현동 242-18번지 ,"[37.5160943, 127.0406376]",92.08,12.08
937,더참치,한식,02 5585113,서울특별시 강남구 대치동 956-4번지 드림 빌딩 ,"[37.5060413, 127.059692]",78.15,82
938,고기마을,한식,02 5015254,서울특별시 강남구 대치동 626-0번지 청실상가105 ,"[37.49311, 127.059064]",62.08,34.91
939,유리카모메,한식,02 5620256,서울특별시 강남구 역삼동 647-12번지 ,"[37.5005115, 127.0334462]",93.43,88.84
940,비비큐치킨,한식,02 5689068,서울특별시 강남구 역삼동 836-26번지 1층 ,"[37.4922798, 127.0334094]",61.87,57.11
941,대왕통닭,한식,02 5082909,서울특별시 강남구 역삼동 699-20번지 ,"[37.5049305, 127.0434418]",75.11,59.11
942,어비웃샤브샤브,경양식,02 5641480,서울특별시 강남구 역삼동 678-11번지 ,"[37.502223, 127.0380171]",77.4,5.98
943,대독장(역삼역점),경양식,02 5612055,서울특별시 강남구 역삼동 670-21번지 지상2층 ,"[37.5027266, 127.0377912]",98.65,53.81
944,한마리소,한식,02 9579292,서울특별시 강남구 논현동 242-28번지 ,"[37.5161975, 127.04103]",61.17,44.62
945,순돌이네 연탄집 통닭집,한식,02 5428689,서울특별시 강남구 대치동 900-24번지 ,"[37.5029092, 127.0523493]",95.74,85.09
946,송담추어탕,한식,02 5760266,서울특별시 강남구 도곡동 514-5번지 ,"[37.4839841, 127.0423656]",94.17,38.62
947,만랩커피 삼성1호점,분식,02 5630807,서울특별시 강남구 삼성동 162-23번지 104호 ,"[37.5141269, 127.063837]",63.19,45.06
948,에그드랍 역삼역점,분식,02 5658450,서울특별시 강남구 역삼동 644-9번지 지상1층 ,"[37.5015637, 127.0351811]",74.22,11.45
949,더화덕,통닭(치킨),02 5673392,서울특별시 강남구 역삼동 727-14번지 ,"[37.4969325, 127.0390802]",98.8,41.3
950,라포레,경양식,02 5405957,서울특별시 강남구 청담동 75-1번지 현대상가 지하1층 ,"[37.5193565, 127.0515067]",83.69,60.4
951,군불노,경양식,02  517 3178,서울특별시 강남구 청담동 80-2번지 ,"[37.5266458, 127.0438853]",73.33,19.89
952,돼지코코,한식,02 5423238,서울특별시 강남구 논현동 147-19번지 ,"[37.5098492, 127.0261151]",71.22,17.05
954,리빙빈대떡,분식,02 5756535,서울특별시 강남구 개포동 1237-9번지 1층 ,"[37.4782315, 127.0467886]",88.23,54.44
955,오엔 바앤다이닝,경양식,02 5168788,서울특별시 강남구 압구정동 380-2 한강잠원지구수상유선,"[37.5206865, 127.0122724]",71.24,72.15
956,대치동집,한식,02 5552233,서울특별시 강남구 대치동 896-1번지 옥원빌딩1층 ,"[37.5032567, 127.0517557]",60.44,68.45
957,타임머신,분식,02 5171292,서울특별시 강남구 논현동 61-18번지 지상1층 ,"[37.5201173, 127.0318879]",63.7,63.02
958,곤지암소머리국밥,한식,02 4592378,서울특별시 강남구 개포동 12번지 대치종합상가지하2호 ,"[37.49396540000001, 127.0750977]",80.25,68.09
959,정든집,분식,02 5435870,서울특별시 강남구 신사동 661-14번지 1층 ,"[37.5274922, 127.0388195]",95.89,79.03
960,레몬도시락,분식,02  565 6780,서울특별시 강남구 삼성동 144-14번지 ,"[37.5079717, 127.0553302]",51.34,80.09
961,비비큐 대치은마점,분식,02 5386006,서울특별시 강남구 대치동 992-4번지 ,"[37.499966, 127.0661061]",90.67,75.54
962,길동우동 신사,경양식,02 5425025,서울특별시 강남구 논현동 17-8 지상1층,"[37.514757, 127.0203185]",86.14,8.12
963,젠,경양식,02 3257948,서울특별시 강남구 논현동 108 논현웰스톤,"[37.5184174, 127.0380027]",78.2,28.92
964,(주)에땅끌레르,경양식,02 5475574,서울특별시 강남구 삼성동 70-6 지상123층,"[37.5144538, 127.0528413]",52.3,83.81
965,오페라,경양식,02 5110048,서울특별시 강남구 신사동 651-8,"[37.5231917, 127.0365227]",55.25,90.63
966,이즈미,한식,02 5110107,서울특별시 강남구 신사동 621-3번지 ,"[37.5269822, 127.0329679]",64.69,12.07
967,푸드카페,분식,02 5654036,서울특별시 강남구 대치동 956-6번지 1층 ,"[37.5061296, 127.0600269]",81.93,88.04
968,국보전,한식,02 5385029,서울특별시 강남구 삼성동 152-16번지 ,"[37.5103757, 127.055896]",61.45,89.77
969,강진수산수산물직판장,일식,02 5621155,서울특별시 강남구 역삼동 707-38번지 지하1층 ,"[37.50317150000001, 127.0471027]",70.96,89.86
970,처음,경양식,02 5524256,서울특별시 강남구 역삼동 659-10번지 ,"[37.5049377, 127.0354578]",82.39,58.83
971,담뿍화로된장,한식,02 5567863,서울특별시 강남구 역삼동 738-13번지 ,"[37.4986394, 127.0372341]",76.34,49.4
972,매화,경양식,02 5152955,서울특별시 강남구 신사동 660-8번지 지하1층 ,"[37.5281428, 127.0380565]",99.77,14.73
973,와세다야청담점,한식,02 5471107,서울특별시 강남구 청담동 126-8번지 1층2층 ,"[37.5255757, 127.0513092]",72.73,42.68
974,페리카나양념통닭,분식,02 2269255,서울특별시 강남구 세곡동 124-2번지 ,"[37.464074, 127.1072239]",85.78,29.44
975,거기,분식,02 5545138,서울특별시 강남구 역삼동 836-0번지 한스빌상가 103호,"[37.4920171, 127.032994]",65.09,80.31
976,김밥천국,한식,02 4452056,서울특별시 강남구 수서동 725-1번지 목화오피스텔102 ,"[37.4869079, 127.103404]",54.05,37.69
977,페블,경양식,02  34440905,서울특별시 강남구 청담동 52-8번지 ,"[37.5241452, 127.0528127]",52.82,51.81
978,리엔,중국식,02 5764888,서울특별시 강남구 개포동 1214-18번지 지상1층 ,"[37.478593, 127.0496151]",91.32,25.74
979,허당맛선생,한식,02 5176921,서울특별시 강남구 논현동 214-24번지 ,"[37.5128117, 127.0337695]",67.21,20.58
980,월드맛집,분식,02 5188243,서울특별시 강남구 신사동 559-16번지 지상 1층 ,"[37.5198828, 127.0260571]",66.53,31.98
981,강남김밥,분식,02 5629335,서울특별시 강남구 대치동 940-8번지 1층 ,"[37.49844, 127.0585569]",73.57,61.64
982,동천홍 논현점,한식,02 5478885,서울특별시 강남구 논현동 65-3번지 12층 ,"[37.5192359, 127.0300022]",91.63,29.94
983,(주)구즈구내식당,한식,02 5577937,서울특별시 강남구 삼성동 141-28번지 동신빌딩 ,"[37.5053214, 127.0504086]",64.38,8.05
984,평안도찹쌀순대전문점,중국식,02 5551353,서울특별시 강남구 역삼동 810-1번지 ,"[37.5036778, 127.025874]",51.61,53.08
985,맘스터치 강남역점,경양식,02 5666084,서울특별시 강남구 역삼동 619-15번지 2층 ,"[37.5015927, 127.0268557]",64.7,13.29
986,후지,일식,02 5679880,서울특별시 강남구 대치동 943-17번지 지하1층지상1층 ,"[37.5061448, 127.0592248]",50.18,27.24
987,주식회사 팔레드고몽,경양식,02 5493997,서울특별시 강남구 청담동 118-10번지 지상1층 ,"[37.5257531, 127.0472658]",91.19,23.98
988,더미트,한식,02 5612418,서울특별시 강남구 역삼동 810-4번지 1층 ,"[37.50354220000001, 127.0261472]",89.72,30.85
989,고추장불고기,분식,02 5473477,서울특별시 강남구 논현동 165-19번지 ,"[37.5074751, 127.0238408]",75.18,77.5
990,스테이터 강남역점,분식,02 5585788,서울특별시 강남구 역삼동 812-0번지 ,"[37.5029389, 127.0268529]",70.73,55.78
991,다원,중국식,02 5674764,서울특별시 강남구 역삼동 836-37번지 지상1층 ,"[37.4910015, 127.0341817]",58.34,70.15
992,알에스디,한식,02 5446979,서울특별시 강남구 신사동 591-6번지 ,"[37.5218982, 127.0296397]",99.71,0.81
993,시골밥상,분식,02 5672222,서울특별시 강남구 삼성동 141-0번지 지하1층8호 ,"[37.5055641, 127.04915]",79.85,21.99
994,펠리체,경양식,02 5388610,서울특별시 강남구 대치동 903-4번지 ,"[37.5027028, 127.0569596]",93,7.94
995,빅토리아,경양식,02 5273194,서울특별시 강남구 역삼동 705-1번지 빅토리아빌딩 지하1층 2호 ,"[37.504377, 127.0472145]",77.02,28.86
996,땀땀,한식,02 5579233,서울특별시 강남구 역삼동 817-31번지 ,"[37.5003764, 127.0279606]",69.65,65.01
997,제일숯불바베큐,분식,02 5677650,서울특별시 강남구 삼성동 127-13번지 ,"[37.5103423, 127.0544237]",74.23,65.79
998,에머이 가로수길,경양식,02 5141413,서울특별시 강남구 신사동 540-22번지 지상1층 ,"[37.5188195, 127.0240799]",96.97,31.97
999,남호식당,한식,02 5636272,서울특별시 강남구 역삼동 739-5번지 ,"[37.4987464, 127.036095]",76,83.23
1000,딕훼밀리7080,경양식,02 5712471,서울특별시 강남구 도곡동 946-12번지 ,"[37.48853829999999, 127.032775]",83.87,89.76
1001,대청 만찬,한식,02 4597924,서울특별시 강남구 개포동 13-3번지 대청타워지하1층125126127호 ,"[37.49050829999999, 127.0792227]",64.26,31.14
1002,알로아,경양식,02 5457141,서울특별시 강남구 신사동 643-26번지 ,"[37.5270166, 127.0361918]",56.82,10.09
1003,북촌순대,한식,02 5166030,서울특별시 강남구 논현동 229-5 푸빌,"[37.50963429999999, 127.034842]",66.68,90.59
1004,프렌즈,경양식,02 5632666,서울특별시 강남구 대치동 990-0번지 삼성상가 지하1층 3호 ,"[37.508861, 127.063149]",70.12,69.85
1005,이십일,경양식,02 5680858,서울특별시 강남구 대치동 956-21번지 지하1층 ,"[37.5058361, 127.0601719]",52.67,38.49
1006,휴,경양식,02 5403812,서울특별시 강남구 청담동 86-4번지 ,"[37.5238744, 127.0400267]",84.34,31.82
1007,간코 강남점,경양식,02 5083537,서울특별시 강남구 역삼동 813-12,"[37.5021632, 127.0269761]",94.26,74.67
1008,강남설렁탕,한식,02 5146375,서울특별시 강남구 논현동 141-4번지 ,"[37.5103921, 127.0227893]",87.94,95.63
1009,통돼지,한식,02 5553926,서울특별시 강남구 역삼동 839-3 지상1층,"[37.4906427, 127.0338312]",97.13,36.08
1010,샘,경양식,02 5392486,서울특별시 강남구 역삼동 668-8번지 ,"[37.503513, 127.0364341]",56.95,34.56
1011,안방,중국식,02 5172920,서울특별시 강남구 논현동 114-13번지 ,"[37.5168957, 127.0363672]",67.07,74.98
1012,화계식당,한식,02 5184229,서울특별시 강남구 신사동 512-10,"[37.5177352, 127.0214289]",99.02,83.69
1013,돈정,한식,02 5381959,서울특별시 강남구 역삼동 644-9번지 지하1층 ,"[37.5015637, 127.0351811]",94.57,28.46
1014,장서는 날,한식,02 5616658,서울특별시 강남구 역삼동 827-68번지 ,"[37.4956706, 127.0321832]",71.51,34.46
1015,JVL부대찌개 삼성본점,한식,02  568 8288,서울특별시 강남구 삼성동 152-51번지 ,"[37.5097371, 127.0562626]",63.61,32.07
